parameter,internal_name,address,size,unit,scale,description
Idle_Shutdown_Period,ISTMLM,0x01000858,2,SEC,2,[ISTMLM] DELAY PERIOD BEFORE IDLE SHUTDOWN OCCURS
Idle_Shutdown_Temperature_Enable,ISAATPEN,0x01106B38,2,UNITLESS,400,[ISAATPEN] bit 10 of 15.selects the temp. interaction option for Idle Shutdown
Idle_Speed_Adjust_Enable,LSISAJEN,0x01106B08,2,UNITLESS,8,[LSISAJEN] Bit 3 of 0-15. enable allows operator to adjust speed
Idle_Speed_Save_Enable,LSISSVEN,0x01106B1A,2,UNITLESS,1,[LSISSVEN] Bit 0 of 0 - 15 enables save of last idle speed at shutdown
Idle_Switch,DSIVSWSS,0x01161200,1,UNITLESS,0080,[DSIVSWSS] Desired state of the Idle_Switch output driver.
Idle_Switch_Global_Default,,0x01157100,1,UNITLESS,0080,Idle_Switch feedback global default value.
Idle_Switch_Inversion,,0x01157200,1,UNITLESS,0080,Indicates activation of Idle_Switch is inverted logic.
Idle_Switch_Is_Refreshed,,0x01156100,1,UNITLESS,0080,Indicates whether Idle_Switch data is fresh.
Idle_Switch_Map,,0x0115730E,2,UNITLESS,1.0,Hardware resource assignment for Idle_Switch.
Idle_Switch_Priority,,0x0112A807,1,UNITLESS,1.0,Current override priority for Idle_Switch.
Idle_Switch_Raw,,0x01157400,1,UNITLESS,0080,Idle_Switch before debounce after invert.
Idle_Switch_Source_Address_Enable,MXISSWSA,0x0112E80C,1,HEX,1.0,[MXISSWSA] Source Address allowed for MUXing Idle Switch parameter
Idle_Switch_User_Override,,0x01157500,1,UNITLESS,0080,Enable flag which override of Idle_Switch.
Idle_Switch_User_Value,,0x01157600,1,UNITLESS,0080,User override value for Idle_Switch.
Imag_Dynamic_Compensation,,0x0181AF14,2,UNITLESS,1,Cylinder Balancing Adjusted Imag Comp_2 motored value
Inactive_Fault_Buffer,,0x01109720,32,HEX,1,storage for 31 inactive faults
Inactive_Fault_Service_Code_Buffer,,0x01109780,64,HEX,1,storage of 3 digit fault service codes for inactive faults
Inc_Dec_Separate_Switch_Select,IDSPSWSL,0x01117E02,2,HEX,1.0,[IDSPSWSL] Indicates sep. inc/dec sw.(TRUE) or inc/dec from multi-purp. sw.(FALSE)
Increment_Decrement_Switch_Error,ADICDTER,0x01103608,2,UNITLESS,200,"[ADICDTER] Bit 9, Error indicating an increment decrement switch problem"
Increment_Switch_Source_Address_Enable,MXICSWSA,0x0112E81A,1,HEX,1.0,[MXICSWSA] Source Address allowed for MUXing Increment Switch parameter
Index_Table,,0x01814E00,0,UNITLESS,1,INDEX_TABLE.C
Industrial_Idle_Switch_Save_State,CTIVSWSS,0x0111BF00,2,HEX,1.0,[CTIVSWSS] IVS switch status when Throttle_Validation_Process_Error became active
Inhibit_Mux_Faults,JCIHMXFU,0x0112F724,2,UNITLESS,1,[JCIHMXFU] Flag used to prevent multiplex faults from getting logged
Initial_Ambient_Air_Pressure,,0x018A2602,2,IN_HG,0.01590625,Initial ambient air pressure = boost pressure at key on if boost valid
Initial_Engine_Speed,,0x01819422,2,UNITLESS,0.125,Speed for which tooth period buffers are initialized
Initial_Tstat_Test_Timer,,0x018A8C16,2,CNTS,1,Initial tstat test timer value
Initialization_Pulse_Period_Backup,ESIITB02,0x01819424,4,CNTS,1,[ESIITB02] Initialization_Pulse_Period_Backup: Initial value for pulse period table backup
Injected_Aux_Fuel,,0x0181921E,2,MM3S,0.06793480000,Amount of fuel actually implemented at auxillary injection
Injected_Fueling,SCNWFNFL,0x01120C00,2,MM3S,0.06793478200,[SCNWFNFL] Quantity of fuel to be injected during next injection cycle
Injected_Pilot_Fuel,,0x01819214,2,MM3S,0.06793480000,Amount of pilot fuel actually implemented at injection
Injection_Command_Overlap_Count,,0x01804B02,2,UNITLESS,1,Persistence counter for Injection commands that violate min seperation
Injection_Command_Overlap_Threshold,,0x01804A02,2,UNITLESS,1,Threshold where Injection command overlap counter triggers error
Injection_Control_Padding,,0x01804108,2,uSEC,0.4,Interval between recharge while in continuous recharge mode
Injector_1_Fast_Decay_Error,,0x01103620,2,UNITLESS,4000,Set true if inj 1 fast decay error is detected
Injector_1_Open_Circuit_Error,,0x01103622,2,UNITLESS,4000,Set true if inj 1 open circuit is detected
Injector_1_Short_to_Ground_Error,,0x01103620,2,UNITLESS,2000,Set true if inj 1 short to ground is detected
Injector_1_Short_to_Vbatt_Error,,0x01103620,2,UNITLESS,1000,Set true if inj 1 short to Vbatt is detected
Injector_2_Fast_Decay_Error,,0x01103622,2,UNITLESS,400,Set true if inj 2 fast decay error is detected
Injector_2_Open_Circuit_Error,,0x01103624,2,UNITLESS,8,Set true if inj 2 open circuit is detected
Injector_2_Short_to_Ground_Error,,0x01103622,2,UNITLESS,200,Set true if inj 2 short to ground is detected
Injector_2_Short_to_Vbatt_Error,,0x01103622,2,UNITLESS,100,Set true if inj 2 short to Vbatt is detected
Injector_3_Fast_Decay_Error,,0x01103622,2,UNITLESS,10,Set true if inj 3 fast decay error is detected
Injector_3_Open_Circuit_Error,,0x01103624,2,UNITLESS,1,Set true if inj 3 open circuit is detected
Injector_3_Short_to_Ground_Error,,0x01103622,2,UNITLESS,8,Set true if inj 3 short to ground is detected
Injector_3_Short_to_Vbatt_Error,,0x01103622,2,UNITLESS,4,Set true if inj 3 short to Vbatt is detected
Injector_4_Fast_Decay_Error,,0x01103622,2,UNITLESS,2000,Set true if inj 4 fast decay error is detected
Injector_4_Open_Circuit_Error,,0x01103624,2,UNITLESS,10,Set true if inj 4 open circuit is detected
Injector_4_Short_to_Ground_Error,,0x01103622,2,UNITLESS,1000,Set true if inj 4 short to ground is detected
Injector_4_Short_to_Vbatt_Error,,0x01103622,2,UNITLESS,800,Set true if inj 4 short to Vbatt is detected
Injector_5_Fast_Decay_Error,,0x01103622,2,UNITLESS,2,Set true if inj 5 fast decay error is detected
Injector_5_Open_Circuit_Error,,0x01103622,2,UNITLESS,8000,Set true if inj 5 open circuit is detected
Injector_5_Short_to_Ground_Error,,0x01103622,2,UNITLESS,1,Set true if inj 5 short to ground is detected
Injector_5_Short_to_Vbatt_Error,,0x01103620,2,UNITLESS,8000,Set true if inj 5 short to Vbatt is detected
Injector_6_Fast_Decay_Error,,0x01103622,2,UNITLESS,80,Set true if inj 6 fast decay error is detected
Injector_6_Open_Circuit_Error,,0x01103624,2,UNITLESS,2,Set true if inj 6 open circuit is detected
Injector_6_Short_to_Ground_Error,,0x01103622,2,UNITLESS,40,Set true if inj 6 short to ground is detected
Injector_6_Short_to_Vbatt_Error,,0x01103622,2,UNITLESS,20,Set true if inj 6 short to Vbatt is detected
Injector_7_Fast_Decay_Error,,0x01103634,2,UNITLESS,0100,Set true if inj 7 fast decay error is detected
Injector_7_Open_Circuit_Error,,0x01103634,2,UNITLESS,0004,Set true if inj 7 open circuit is detected
Injector_7_Short_to_Ground_Error,,0x01103634,2,UNITLESS,0040,Set true if inj 7 short to ground is detected
Injector_7_Short_to_Vbatt_Error,,0x01103634,2,UNITLESS,0010,Set true if inj 7 short to Vbatt is detected
Injector_8_Fast_Decay_Error,,0x01103634,2,UNITLESS,0200,Set true if inj 8 fast decay error is detected
Injector_8_Open_Circuit_Error,,0x01103634,2,UNITLESS,0008,Set true if inj 8 open circuit is detected
Injector_8_Short_to_Ground_Error,,0x01103634,2,UNITLESS,0080,Set true if inj 8 short to ground is detected
Injector_8_Short_to_Vbatt_Error,,0x01103634,2,UNITLESS,0020,Set true if inj 8 short to Vbatt is detected
Injector_Current_Limit_Map,,0x01151F74,2,UNITLESS,1.0,Injector_Current_Limit mapping index to HW channel
Injector_Current_Limit_Ratio_Supply_ID,,0x01193A74,2,UNITLESS,1.0,Injector_Current_Limit mapping index to Sensor Supply ID
Instantaneous_Distance,,0x018B6C04,4,MI,0.000125,The distance traveled in this trip info execution cycle -- integrated road spee
Instantaneous_Fuel_Economy,TIFE,0x01117D38,4,MPG,0.0000000596,[TIFE] Instantaneous fuel economy in miles/lbsm or mpg
Intake_Air_Heater_Status,JCGPSS,0x01122700,2,UNITLESS,1.0,[JCGPSS] Status from fault handler indicating OBDII def. of monitor status
Intake_Air_Heater_System_Error,,0x01103632,2,UNITLESS,800,Intake air system error
Intake_Manifold_Temperature,ADFTIMTP,0x01151512,2,DEG_F,0.015625,[ADFTIMTP] Intake_Manifold_Temperature raw value linearized and filtered
Intake_Manifold_Temperature_AD_Enable,,0x01153200,2,UNITLESS,0200,Enable bit for the Intake_Manifold_Temperature sensor.
Intake_Manifold_Temperature_Accum_Miles,,0x0119300C,2,MI,0.1,Accumulated miles for intake manifold temp rationality
Intake_Manifold_Temperature_Accum_Miles_Limit,,0x0119011A,2,MI,0.1,Accumulated miles limit for intake manifold temp rationality
Intake_Manifold_Temperature_Actual,,0x018B0406,2,DEG_F,0.015625,"actual intake air temperature, event if sensor is failed"
Intake_Manifold_Temperature_Cycle_Counter,,0x01193001,1,CNTS,1.0,Number of warm up cycles in which the monitor failed
Intake_Manifold_Temperature_Cycle_Limit,,0x0119010E,2,CNTS,1.0,Number of warm up cycle/monitor fails to set fault
Intake_Manifold_Temperature_Fail_Previous,,0x01193003,1,UNITLESS,1.0,Indicates if monitor failed on previous run
Intake_Manifold_Temperature_Fault_Clear,ADIMTPCC,0x0114CD0E,2,CNTS,1.0,[ADIMTPCC] Intake_Manifold_Temperature_Fault_Count when error cleared
Intake_Manifold_Temperature_Fault_Count,,0x0114CE04,2,CNTS,1.0,Intake_Manifold_Temperature out of range error count
Intake_Manifold_Temperature_Fault_Decrement,ADIMTPDT,0x0114CD0A,2,CNTS,1.0,[ADIMTPDT] Intake_Manifold_Temperature decrement value for setting error
Intake_Manifold_Temperature_Fault_Increment,ADIMTPIC,0x0114CD08,2,CNTS,1.0,[ADIMTPIC] Intake_Manifold_Temperature increment value for setting error
Intake_Manifold_Temperature_Fault_Set,ADIMTPSE,0x0114CD0C,2,CNTS,1.0,[ADIMTPSE] Intake_Manifold_Temperature_Fault_Count when error set
Intake_Manifold_Temperature_Filter_Constant,ADIMTPCS,0x0114CD00,2,UNITLESS,0.0000152587890,[ADIMTPCS] Intake_Manifold_Temperature AD Filter Constant
Intake_Manifold_Temperature_Global_Default,ADDFIMTP,0x0114CD02,2,DEG_F,0.015625,[ADDFIMTP] Intake_Manifold_Temperature AD global default value
Intake_Manifold_Temperature_High_Default,,0x018B030C,2,DEG_F,0.015625,intake air temperature default when sensor is failed OOR high
Intake_Manifold_Temperature_High_Error,ADIMTPHE,0x01103602,2,UNITLESS,0008,[ADIMTPHE] Intake_Manifold_Temperature High Error Indication
Intake_Manifold_Temperature_High_Limit,ADIMTPHL,0x0114CD04,2,CNTS,1.0,[ADIMTPHL] Intake_Manifold_Temperature high limit for the raw value
Intake_Manifold_Temperature_Init_Default,,0x018B2B00,2,UNITLESS,0200,Raw or default init bit for the Intake_Manifold_Temperature sensor.
Intake_Manifold_Temperature_Is_Refreshed,,0x01156000,2,UNITLESS,0200,Intake_Manifold_Temperature raw data refreshed flag.
Intake_Manifold_Temperature_Keyon_Ration_Error,,0x0110362C,2,UNITLESS,0040,Keyon rationality error for the IMT sensor
Intake_Manifold_Temperature_Keyon_Rationality_St,,0x01190214,2,UNITLESS,0F,State of intake manifold temperature keyon rationality monitor
Intake_Manifold_Temperature_Lead,,0x01191B00,2,DEG_F,0.015625,Intake_Manifold_Temperature virtual lead value
Intake_Manifold_Temperature_Low_Default,,0x018B030E,2,DEG_F,0.015625,intake air temperature default sensor is failed OOR low
Intake_Manifold_Temperature_Low_Error,ADIMTPLE,0x01103602,2,UNITLESS,0010,[ADIMTPLE] Intake_Manifold_Temperature Low Error Indication
Intake_Manifold_Temperature_Low_Limit,ADIMTPLL,0x0114CD06,2,CNTS,1.0,[ADIMTPLL] Intake_Manifold_Temperature low limit for the raw value
Intake_Manifold_Temperature_Map,,0x01151F12,2,UNITLESS,1.0,Intake_Manifold_Temperature mapping index to HW channel
Intake_Manifold_Temperature_Mileage,,0x01190106,4,MI,1.08507E-7,Mileage threshold for intake manifold temp sensor rationality
Intake_Manifold_Temperature_Miles,,0x01190204,4,MI,1.08507E-7,Miles traveled for IMT sensor rationality
Intake_Manifold_Temperature_Override,ADIMTPOD,0x01153300,2,UNITLESS,0200,[ADIMTPOD] Filtered value override bit for the Intake_Manifold_Temperature sensor.
Intake_Manifold_Temperature_Previous_Cycle,,0x01193005,1,CNTS,1.0,Number of warm up cycle when monitor failed last
Intake_Manifold_Temperature_Priority,ADIMPZ,0x0114CE08,1,UNITLESS,1.0,[ADIMPZ] Intake_Manifold_Temperature mux override priority
Intake_Manifold_Temperature_Rat_Max_Delta,,0x0119012C,2,DEG_F,0.015625,Maximum temp diff during a cold start for determining IMT rat
Intake_Manifold_Temperature_Ratio_Supply_ID,,0x01193A12,2,UNITLESS,1.0,Intake_Manifold_Temperature mapping index to Sensor Supply ID
Intake_Manifold_Temperature_Rationality_Error,,0x0110362C,2,UNITLESS,0004,Intake manifold temp sensor rationality error
Intake_Manifold_Temperature_Rationality_State,,0x0119020E,2,UNITLESS,0F,State of Intake Manifold Temp Rationality Monitor
Intake_Manifold_Temperature_Raw,ADRWIMTP,0x0114CE00,2,CNTS,1.0,[ADRWIMTP] Intake_Manifold_Temperature sampled raw value
Intake_Manifold_Temperature_Raw_Adjusted,,0x0114CE0A,2,CNTS,1.0,Intake_Manifold_Temperature sampled adjusted raw value
Intake_Manifold_Temperature_Raw_Override,ADIMRWOD,0x01153400,2,UNITLESS,0200,[ADIMRWOD] Enable bit for the Intake_Manifold_Temperature sensor.
Intake_Manifold_Temperature_Raw_Priority,ADIMRWPZ,0x01152009,1,UNITLESS,1.0,[ADIMRWPZ] Intake_Manifold_Temperature current raw override priority
Intake_Manifold_Temperature_Raw_User_Value,ADIMRWUV,0x01152912,2,UNITLESS,1.0,[ADIMRWUV] Intake_Manifold_Temperature raw override user value
Intake_Manifold_Temperature_Temp_Delta,,0x0119010A,2,DEG_F,0.015625,Temp delta for intake manifold temp sensor rationality
Intake_Manifold_Temperature_Unfiltered,ADUFIMTP,0x0114CE02,2,DEG_F,0.015625,[ADUFIMTP] Intake_Manifold_Temperature raw value linearized but unfiltered
Intake_Manifold_Temperature_User_Value,ADUOIMTP,0x0114CE06,2,DEG_F,0.015625,[ADUOIMTP] Intake_Manifold_Temperature Filtered Value User Value
Intake_Manifold_Temperature_X_Axis,ADIMTPXA,0x01101B00,2,CNTS,1.0,[ADIMTPXA] Intake_Manifold_Temperature AD Breakpoint Table
Intake_Manifold_Temperature_Y_Axis,ADIMTPYA,0x01101900,2,DEG_F,0.015625,[ADIMTPYA] Intake_Manifold_Temperature Lookup Output Table
Intake_Throttle_Control_Status,,0x01156904,2,UNITLESS,0100,Intake_Throttle PWM OS control error status flag
Intake_Throttle_Duty_Cycle,,0x01151C50,2,%,0.00390625,Intake_Throttle PWM duty cycle for monitoring
Intake_Throttle_Map,,0x01156550,2,UNITLESS,1,Intake_Throttle mapping index to HW_id
Intake_Throttle_Period,,0x011527A0,4,uSEC,1,Intake_Throttle PWM period in us for monitoring
Interface_Level,,0x01002D00,2,UNITLESS,1,Release level of GTIS to which this file complies
Internal_Flash3_App_Code_Checksum,,0x018B3F02,2,HEX,1,Internal flash checksum.
J1587_Communication_Enable,JC87CZEA,0x01106B18,2,UNITLESS,2,[JC87CZEA] bit 1 of 0-15 indicates whether J1587 communication is enabled
J1587_Fault_Count_Data,JCFUCUDA,0x011097C0,180,UNITLESS,1,[JCFUCUDA] Data used by J1587 and Fault Handler to keep track of fault counts
J1587_Percent_Load,JCPCLD,0x0110BF00,2,%,0.00390625,"[JCPCLD] Current output torque as a percent of maximum torque available, for J1587 broad"
J1708_Link_Fault_Timeout_Count,JC17TMCU,0x0111C100,2,CNTS,1.0,[JC17TMCU] Current number of J1708 (J1922) time-outs since powerdown or fault set
J1708_Rx_Buffer,JC17RXBF,0x01112800,4,HEX,1,[JC17RXBF] J1708 receive buffer
J1708_Rx_Full_Flag,JC17RXFF,0x0111261A,2,HEX,1,[JC17RXFF] J1708 receive buffer full flag
J1708_Rx_In_Ptr,JC17RXIP,0x0111260E,4,HEX,1,[JC17RXIP] J1708 receive buffer pointer
J1708_Rx_Mid_Ptr,JC17RXMP,0x01112612,4,HEX,1,[JC17RXMP] J1708 receive buffer pointer
J1708_Rx_Out_Ptr,JC17RXOP,0x01112616,4,HEX,1,[JC17RXOP] J1708 receive buffer pointer
J1708_Tx_Buffer,JC17TXBF,0x01112700,4,HEX,1,[JC17TXBF] J1708 transmit buffer
J1708_Tx_Full_Flag,JC17TXFF,0x0111260C,2,HEX,1,[JC17TXFF] J1708 transmit buffer full flag
J1708_Tx_In_Ptr,JC17TXIP,0x01112600,4,HEX,1,[JC17TXIP] J1708 transmit buffer
J1708_Tx_Mid_Ptr,JC17TXMP,0x01112604,4,HEX,1,[JC17TXMP] J1708 transmit buffer
J1708_Tx_Out_Ptr,JC17TXOP,0x01112608,4,HEX,1,[JC17TXOP] J1708 transmit buffer
J1850_4WD_Status,,0x018A7D29,1,UNITLESS,1,"j1850 msg $92 = $2, set J1850_4WD_Status TRUE"
J1850_AC_Request,,0x018A7D05,2,UNITLESS,1.0,"J1850 request from HVAC for desired state of AC driver;0=off,1=on"
J1850_Bus_Fault_Limit,,0x018A0D02,2,UNITLESS,1,Number of J1850 Data-link Bus resets allowed before no more resets
J1850_Communication_Enable,,0x01106B52,2,UNITLESS,40,J1850 Total Network Enable setting Enable=1=Network is ACTIVE
J1850_Control_ID,,0x018A0D04,2,HEX,1,The J1850 controller identification byte used in J2190 and other op
J1850_Distance_Pulses,,0x018B6C08,2,CNTS,1,J1850 pulses accumulated since last $5D message sent
J1850_FFrame_Table_Entry,,0x018A0D06,2,UNITLESS,1,Points to Diagnostic Fault Tables to clear Freeze Frame for AT Faults.
J1850_Fuel_Used,,0x018B6C0A,2,MM3S,1.00000000000,Trip Info calculated fuel used value sent through $5D message
J1850_LSG_Speed,,0x018A7D01,2,RPM,0.125,Request from J1850 for LSG reference speed
J1850_Lockup_Status,,0x018A7D1A,1,UNITLESS,3,Transmission gear lockup status from $3A message
J1850_Msg_0E_For_Park_Neutral,,0x018A7B08,2,HEX,1,A calibration switch that changes P/N status determination to msg $0E.
J1850_No_IFR_Too_Long_Time,,0x018A0D20,2,MSEC,10,Maximum time to wait for an IFR before flushing buffers
J1850_OC_No_Message_Clear_Limit,,0x018A0D1F,1,UNITLESS,1,Calib. for clear fault debounce if J1850 common message is not in error.
J1850_OC_No_Message_Set_Limit,,0x018A0D1E,1,UNITLESS,1,Calib. for set fault debounce if J1850 common message is not in error.
J1850_Open_Ckt_No_Message_Error,,0x0110362C,2,UNITLESS,0008,Set true if J1850 is open circuit or missing common bus message.
J1850_Requested_MIL,,0x018A7D03,1,UNITLESS,1,Indicates a J1850 request from Transmission for MIL illumination.
J1850_Rx_Freeze,,0x018A112F,1,UNITLESS,1,"J1850 Receive Network activity, Enable=1=Frozen Disable=0=Active"
J1850_Rx_Freeze_Enable,,0x018A1001,1,UNITLESS,1,J1850 Receive Default for Network activity Enable=1=Frozen
J1850_Selected_Gear,,0x018A7D00,1,UNITLESS,FF,Derived from J1850 PRNDL message info. Similar to J1939_Selected_Gear
J1850_Selected_Gear,,0x018A7D00,1,UNITLESS,FF,Derived from J1850 PRNDL message info. Similar to J1939_Selected_Gear
J1850_System_Bus_Fault,,0x0110362E,2,UNITLESS,8000,J1850 bus system fault indication
J1850_Tx_Freeze,,0x018A112E,1,UNITLESS,1,"J1850 Transmit Network activity, Enable=1=Frozen Disable=0=Active"
J1850_Tx_Freeze_Enable,,0x018A1000,1,UNITLESS,1,J1850 Transmit Default for Network activity Enable=1=Frozen
J1922_Clear_Occurrence_Time,JC22CCTM,0x0110E712,4,SEC,0.2,[JC22CCTM] J1922 CLEAR OCCURRENCE TIME TIME FROM LAST J1922 CONTROL BEFORE J1922 CONTROL C
J1922_Communication_Enable,JC22CZEA,0x01106B18,2,UNITLESS,4,[JC22CZEA] bit 2 of 0-15 indicates whether J1922 communication is enabled
J1922_Monitor_Clear_Enable,JC22CCSW,0x01106B06,2,UNITLESS,100,"[JC22CCSW] Bit 1 of Bits 0:15 J1922 Monitor Clear Enable 0 = don""t clear J1922 control fla"
J1922_Monitor_Enable,JC22MRSW,0x01106B06,2,UNITLESS,80,[JC22MRSW] J1922 Monitor Enable 0 = disable monitor algorithm 1 = enable monitor algori
J1939_Accelerator_Interlock_Switch_Timer,,0x0112F608,2,MSEC,10.0,Tracks time elapsed before Accelerator Interlock Switch is received again
J1939_Active_Engine,JCAEEG,0x0110FE00,1,UNITLESS,1.0,[JCAEEG] J1939 Active Engine structure see j1939mon specification
J1939_Active_Retarder,JCAERD,0x0110FF00,1,UNITLESS,1.0,[JCAERD] J1939 Active Retarder see j1939mon specification
J1939_Air_Conditioner_Pressure_Switch_Input_Timer,MXAKPRTR,0x0112F614,2,MSEC,10.0,[MXAKPRTR] Timer to track time elapsed before AC Pressure Switch is received again
J1939_Auxiliary_Shutdown_Switch_Timer,MXAUSHTR,0x0112F604,2,MSEC,10.0,[MXAUSHTR] Timer to track time elapsed before Auxiliary Shutdown Switch is received agai
J1939_Block_Message,,0x0110E824,2,HEX,1.0,"Bit 0 TSC1 destination engine, Bit 1 TSC1 Destination retarder, Bit 2 ETC1"
J1939_Brake_Switch_Timer,MXBRSWTR,0x0112F620,2,MSEC,10.0,[MXBRSWTR] Timer to track time elapsed before Brake Switch is received again
J1939_Broadcast_Flags,JC39BCFG,0x01125436,2,HEX,1,"[JC39BCFG] Bit 2 - 39/71 Engine, Bit 3 - 39/71 Retarder, Bit 7 - 39/73 Port 1."
J1939_CAN_Rx_Msg_Filter,JCCNRXFT,0x0110F100,4,HEX,1.0,[JCCNRXFT] J1939 CAN receive message filter
J1939_Clutch_Switch_Timer,MXCHSWTR,0x0112F61E,2,MSEC,10.0,[MXCHSWTR] Timer to track time elapsed before Clutch Switch is received again
J1939_Commanded_Throttle_Timer,MXCMTHTR,0x0112F60E,2,MSEC,10.0,[MXCMTHTR] Timer to track time elapsed before Commanded Throttle is received again
J1939_Communication_Enable,JC39CZEA,0x01106B18,2,UNITLESS,8,[JC39CZEA] bit 3 of 0-15 indicates whether J1939 communication is enabled
J1939_Cruise_Command_Mode,,0x01117D54,2,UNITLESS,FF,The cruise control state to be broadcast
J1939_Cruise_Control_On_Switch_Timer,,0x0112F622,2,MSEC,10.0,time elapsed before Cruise Control On Switch is received again
J1939_Cruise_Control_Resume_Switch_Timer,,0x0112F624,2,MSEC,10.0,time elapsed before Cruise Control Resume Switch is received again
J1939_Cruise_Control_Set_Switch_Timer,,0x0112F626,2,MSEC,10.0,time elapsed before Cruise Control Set Switch is received again
J1939_Decrement_Switch_Timer,MXDTSWTR,0x0112F62A,2,MSEC,10.0,[MXDTSWTR] Timer to track time elapsed before Decrement Switch is received again
J1939_Default_Engine_Name,JCDFEGNM,0x0110E30A,8,UNITLESS,1,[JCDFEGNM] Default J1939 network name for ECM as engine node
J1939_Default_Engine_Source_Address,JCDFEGSA,0x0110E300,2,UNITLESS,1,[JCDFEGSA] Default J1939 network address for ECM as engine node
J1939_Default_Retarder_Name,JCDFRDNM,0x0110E312,8,UNITLESS,1,[JCDFRDNM] Default J1939 network name for ECM as retarder node upon power-up
